name,artist,album,popularity,explicit,release_date,duration_ms,preview_url
きらめきメッセンジャー,もな・ななせ from AIKATSU☆STARS!,スマホアプリ『アイカツ！フォトonステージ！！』コレクション,16,False,2016,231306,
ゴシック・ロックン・ローズ,れみ・ふうり from STAR☆ANIS,スマホアプリ『アイカツ！フォトonステージ！！』コレクション,7,False,2016,309200,
♡Powa×PuRi×Power♡,れみ・えり・ゆな from STAR☆ANIS,スマホアプリ『アイカツ！フォトonステージ！！』コレクション,7,False,2016,201413,
クリスマス☆スターライト,わか・ふうり・ゆな・れみ・えり・りすこ from STAR☆ANIS,スマホアプリ『アイカツ！フォトonステージ！！』コレクション,7,False,2016,293640,
夢のレセプション,わか・りすこ from STAR☆ANIS,スマホアプリ『アイカツ！フォトonステージ！！』コレクション,9,False,2016,257466,
ときめきマタドール∞,みき・みほ from AIKATSU☆STARS!,スマホアプリ『アイカツ！フォトonステージ！！』コレクション,9,False,2016,298586,
Star Heart,りすこ・ゆな・れみ from STAR☆ANIS,スマホアプリ『アイカツ！フォトonステージ！！』コレクション,12,False,2016,254880,
Sweet Sweet Girls' Talk,"りすこ・れみ・えり from STAR☆ANIS, るか from AIKATSU☆STARS!",スマホアプリ『アイカツ！フォトonステージ！！』コレクション,8,False,2016,197560,
キラキラ宣言,"わか・ふうり・ゆな・れみ・りすこ from STAR☆ANIS, るか・みほ・りえ from AIKATSU☆STARS!",スマホアプリ『アイカツ！フォトonステージ！！』コレクション,11,False,2016,299120,
星空のフロア,"わか from STAR☆ANIS, るか from AIKATSU☆STARS!",スマホアプリ『アイカツ！フォトonステージ！！』コレクション,14,False,2016,286200,
RED MOUNTAIN,りすこ・ふうり from STAR☆ANIS,スマホアプリ『アイカツ！フォトonステージ！！』コレクション,9,False,2016,328200,
アイカツメロディ！,"わか from STAR☆ANIS, るか・せな from AIKATSU☆STARS!",スマホアプリ『アイカツ！フォトonステージ！！』コレクション,18,False,2016,306026,
Jewel Star Friendship☆,るか・ななせ・かな・みほ from AIKATSU☆STARS!,スマホアプリ『アイカツ！フォトonステージ！！』コレクション,21,False,2016,276253,
虹色アンコール,"れみ・ふうり from STAR☆ANIS, みき・ななせ from AIKATSU☆STARS!",スマホアプリ『アイカツ！フォトonステージ！！』コレクション,12,False,2016,237760,
"Good day, Good night",わか・れみ from STAR☆ANIS,スマホアプリ『アイカツ！フォトonステージ！！』コレクション,8,False,2016,242413,
ショコラショー・タイム,ふうり from STAR☆ANIS,スマホアプリ『アイカツ！フォトonステージ！！』コレクション,10,False,2016,314560,
トキメキアンテナ,るか・りえ・みき from AIKATSU☆STARS!,スマホアプリ『アイカツ！フォトonステージ！！』コレクション,12,False,2016,279613,
Sunny Day Little Sunday,わか・ふうり・ゆな from STAR☆ANIS,スマホアプリ『アイカツ！フォトonステージ！！』コレクション,14,False,2016,254413,
マジックスマイル,ゆな from STAR☆ANIS,スマホアプリ『アイカツ！フォトonステージ！！』コレクション,8,False,2016,218760,
禁断 Hide & Seek,"れみ・ふうり from STAR☆ANIS, りえ from AIKATSU☆STARS!",スマホアプリ『アイカツ！フォトonステージ！！』コレクション,13,False,2016,224786,
コズミック・ストレンジャー,るか・ななせ from AIKATSU☆STARS! with ジョニー別府 (cv: 保村 真),スマホアプリ『アイカツ！フォトonステージ！！』コレクション,14,False,2016,235493,
月夜のラグタイム,れみ・ゆな from STAR☆ANIS,スマホアプリ『アイカツ！フォトonステージ！！』コレクション,11,False,2016,198746,
We are STARS!!!!!,"Sena, Rie, Miki, Kana and Nanase from AIKATSU☆STARS!","""AIKATSU! PHOTO on STAGE!!"" Collection",12,False,2016,290800,
Twilight Etranger,"Ayane, Eri","‟AIKATSU ON PARADE!"" Featured Songs - Dream Festival",9,False,2020-09-02,273426,
In Bloom,"Ayane, Ruka, Rie, Karen from BEST FRIENDS!","‟AIKATSU ON PARADE!"" Featured Songs - Dream Festival",16,False,2020-09-02,416081,
Cosmos Search,"WAKA, Ruka","‟AIKATSU ON PARADE!"" Featured Songs - Dream Festival",10,False,2020-09-02,343518,
コトノハメロディー,"アイカツアカデミー！配信部, 姫乃みえる",アイカツアカデミー！ Third Tracks,18,False,2025-03-02,244695,
童話の中のエトセトラ,"アイカツアカデミー！配信部, 真未夢メエ",アイカツアカデミー！ Third Tracks,21,False,2025-03-02,216143,
自称最強ヒーロー,"アイカツアカデミー！配信部, 和央パリン",アイカツアカデミー！ Third Tracks,18,False,2025-03-02,202265,
Shiniest Key,"アイカツアカデミー！配信部, 凛堂たいむ",アイカツアカデミー！ Third Tracks,21,False,2025-03-02,206229,
空色ミチシルベ,アイカツアカデミー！配信部,空色ミチシルベ,20,False,2025-03-30,241023,
満開！エリオント (みえる・メエ・パリン・たいむ ver.),アイカツアカデミー！配信部,空色ミチシルベ,16,False,2025-03-30,216593,
アコガレスカイ (みえる・メエ・パリン・たいむ ver.),アイカツアカデミー！配信部,空色ミチシルベ,16,False,2025-03-30,194896,
Peek-A-Boo!! (みえる・メエ・パリン・たいむ ver.),アイカツアカデミー！配信部,空色ミチシルベ,16,False,2025-03-30,204142,
｢ごめん｣で済むなら恋などしない,白皇学院生徒会三人娘 starring 矢作紗友里＆中尾衣里＆浅野真澄,「ハヤテのごとく！」キャラクター COLLECTION／白皇学院生徒会三人娘&桂雪路,0,False,2011-10-26,186813,
白皇学院生徒会不心得,白皇学院生徒会三人娘 starring 矢作紗友里＆中尾衣里＆浅野真澄,「ハヤテのごとく！」キャラクター COLLECTION／白皇学院生徒会三人娘&桂雪路,0,False,2011-10-26,285746,
轟轟生徒会タンケンジャー,白皇学院生徒会三人娘 starring 矢作紗友里＆中尾衣里＆浅野真澄,「ハヤテのごとく！」キャラクター COLLECTION／白皇学院生徒会三人娘&桂雪路,0,False,2011-10-26,204586,
アイ･ラブ･ユーならシャウトして!,白皇学院生徒会三人娘 starring 矢作紗友里＆中尾衣里＆浅野真澄,「ハヤテのごとく！」キャラクター COLLECTION／白皇学院生徒会三人娘&桂雪路,0,False,2011-10-26,270253,
Princess is me,瀬川 泉 starring 矢作紗友里,「ハヤテのごとく！」キャラクター COLLECTION／白皇学院生徒会三人娘&桂雪路,1,False,2011-10-26,275093,
本日､満開ワタシ色!,"katsura hinagiku, Hakuou Gakuin Seitokai Sannin Musume",「ハヤテのごとく！」キャラクター COLLECTION／白皇学院生徒会三人娘&桂雪路,3,False,2011-10-26,225813,
￥JENNEY～銭 it's my Soul～,桂 雪路 starring 生天目仁美,「ハヤテのごとく！」キャラクター COLLECTION／白皇学院生徒会三人娘&桂雪路,0,False,2011-10-26,281666,
もっと素顔でハーマイオニー,"桂 雪路 featuring 綾崎ハヤテ starring 生天目仁美 featuring 白石涼子, Ayasaki Hayate",「ハヤテのごとく！」キャラクター COLLECTION／白皇学院生徒会三人娘&桂雪路,0,False,2011-10-26,211626,
自由賛歌!,"Katsura Yukiji, katsura hinagiku",「ハヤテのごとく！」キャラクター COLLECTION／白皇学院生徒会三人娘&桂雪路,1,False,2011-10-26,209026,
本日､満開ワタシ色! - 逢いの手 Version,"katsura hinagiku, Katsura Yukiji",「ハヤテのごとく！」キャラクター COLLECTION／白皇学院生徒会三人娘&桂雪路,2,False,2011-10-26,227226,
轟轟生徒会タンケンジャー,遠藤正明,「ハヤテのごとく！」キャラクター COLLECTION／白皇学院生徒会三人娘&桂雪路,0,False,2011-10-26,204746,
Diamond Happy: Ichigo & Aine & Mio Ver.,"Aine and Mio from BEST FRIENDS!, WAKA","‟AIKATSU ON PARADE!"" featured songs - Sing a Song Shuffle!",18,False,2020-04-22,249360,
Start Line!: Hime & Mitsuki Ver.,"Ruka, Risuko","‟AIKATSU ON PARADE!"" featured songs - Sing a Song Shuffle!",18,False,2020-04-22,262053,
Identity: Mirai & Akari Ver.,"Mirai from BEST FRIENDS!, Ruka","‟AIKATSU ON PARADE!"" featured songs - Sing a Song Shuffle!",16,False,2020-04-22,204226,
Dreaming Bird: Lily & Yurika & Alicia Ver.,"Alicia from BEST FRIENDS!, Remi, NANASE","‟AIKATSU ON PARADE!"" featured songs - Sing a Song Shuffle!",13,False,2020-04-22,283666,
Take Me Higher: Mitsuki & Elza & Hibiki Ver.,"Hibiki from BEST FRIENDS!, Risuko, Risa","‟AIKATSU ON PARADE!"" featured songs - Sing a Song Shuffle!",15,False,2020-04-22,247200,
Stardom!: Mio & Yume Ver.,"Mio from BEST FRIENDS!, Sena","‟AIKATSU ON PARADE!"" featured songs - Sing a Song Shuffle!",12,False,2020-04-22,275586,
Shining Line*: Ichigo & Akari & Yume & Aine & Mio & Raki Ver.,"Raki, Aine and Mio from BEST FRIENDS!, WAKA, Ruka, Sena","‟AIKATSU ON PARADE!"" featured songs - Sing a Song Shuffle!",9,False,2020-04-22,277386,
Kimi No Entrance (TV-Size),"Raki, Aine and Mio from BEST FRIENDS!","‟AIKATSU ON PARADE!"" featured songs - Sing a Song Shuffle!",4,False,2020-04-22,94506,
Konkai No Ohanashi,DIGZ MOTION SOUNDS,"‟AIKATSU ON PARADE!"" featured songs - Sing a Song Shuffle!",0,False,2020-04-22,8853,
Kore Made No Aikatsu on Parade!,DIGZ MOTION SOUNDS,"‟AIKATSU ON PARADE!"" featured songs - Sing a Song Shuffle!",0,False,2020-04-22,63266,
Aikatsu Engineer No Jikken,DIGZ MOTION SOUNDS,"‟AIKATSU ON PARADE!"" featured songs - Sing a Song Shuffle!",0,False,2020-04-22,107653,
Kyaha!,DIGZ MOTION SOUNDS,"‟AIKATSU ON PARADE!"" featured songs - Sing a Song Shuffle!",0,False,2020-04-22,105253,
Lucky Idol,DIGZ MOTION SOUNDS,"‟AIKATSU ON PARADE!"" featured songs - Sing a Song Shuffle!",0,False,2020-04-22,101306,
Kirakira Na Yume,DIGZ MOTION SOUNDS,"‟AIKATSU ON PARADE!"" featured songs - Sing a Song Shuffle!",0,False,2020-04-22,112733,
Tayori Ni Naru Senpai,DIGZ MOTION SOUNDS,"‟AIKATSU ON PARADE!"" featured songs - Sing a Song Shuffle!",0,False,2020-04-22,121160,
Tsunagaru Tobira,DIGZ MOTION SOUNDS,"‟AIKATSU ON PARADE!"" featured songs - Sing a Song Shuffle!",0,False,2020-04-22,76986,
Aikatsu! New World Fes,DIGZ MOTION SOUNDS,"‟AIKATSU ON PARADE!"" featured songs - Sing a Song Shuffle!",3,False,2020-04-22,124653,
Eye Catch A,DIGZ MOTION SOUNDS,"‟AIKATSU ON PARADE!"" featured songs - Sing a Song Shuffle!",0,False,2020-04-22,9626,
Eye Catch B,DIGZ MOTION SOUNDS,"‟AIKATSU ON PARADE!"" featured songs - Sing a Song Shuffle!",0,False,2020-04-22,9666,
Idol No Nichijo,DIGZ MOTION SOUNDS,"‟AIKATSU ON PARADE!"" featured songs - Sing a Song Shuffle!",0,False,2020-04-22,114400,
Trouble No Yokan,DIGZ MOTION SOUNDS,"‟AIKATSU ON PARADE!"" featured songs - Sing a Song Shuffle!",0,False,2020-04-22,108186,
Fureai Animal No Corner,DIGZ MOTION SOUNDS,"‟AIKATSU ON PARADE!"" featured songs - Sing a Song Shuffle!",0,False,2020-04-22,90546,
Lucky Animal Irasshai No Corner,DIGZ MOTION SOUNDS,"‟AIKATSU ON PARADE!"" featured songs - Sing a Song Shuffle!",0,False,2020-04-22,142600,
Sorbet Okoku No Otogibanashi,DIGZ MOTION SOUNDS,"‟AIKATSU ON PARADE!"" featured songs - Sing a Song Shuffle!",0,False,2020-04-22,102466,
Kori No Yosei No Hime,DIGZ MOTION SOUNDS,"‟AIKATSU ON PARADE!"" featured songs - Sing a Song Shuffle!",0,False,2020-04-22,95760,
Tsuki No Princess,DIGZ MOTION SOUNDS,"‟AIKATSU ON PARADE!"" featured songs - Sing a Song Shuffle!",0,False,2020-04-22,104933,
Gothic Sanjushi,DIGZ MOTION SOUNDS,"‟AIKATSU ON PARADE!"" featured songs - Sing a Song Shuffle!",0,False,2020-04-22,103306,
Gothic Wars,DIGZ MOTION SOUNDS,"‟AIKATSU ON PARADE!"" featured songs - Sing a Song Shuffle!",0,False,2020-04-22,97720,
Sekai wo Sukue!,DIGZ MOTION SOUNDS,"‟AIKATSU ON PARADE!"" featured songs - Sing a Song Shuffle!",0,False,2020-04-22,78906,
Gothic Wars No Shuen,DIGZ MOTION SOUNDS,"‟AIKATSU ON PARADE!"" featured songs - Sing a Song Shuffle!",0,False,2020-04-22,103560,
Dress Ni Kakeru Omoi,DIGZ MOTION SOUNDS,"‟AIKATSU ON PARADE!"" featured songs - Sing a Song Shuffle!",0,False,2020-04-22,98440,
Idol Katsudo! on Parade! Ver. (TV-Size),"Raki, Aine and Mio from BEST FRIENDS!, WAKA, Ruka, Sena","‟AIKATSU ON PARADE!"" featured songs - Sing a Song Shuffle!",3,False,2020-04-22,93466,
Raishu No Ohanashi,DIGZ MOTION SOUNDS,"‟AIKATSU ON PARADE!"" featured songs - Sing a Song Shuffle!",0,False,2020-04-22,19160,
Pop Na Omake,DIGZ MOTION SOUNDS,"‟AIKATSU ON PARADE!"" featured songs - Sing a Song Shuffle!",0,False,2020-04-22,19613,
Cool Na Omake,DIGZ MOTION SOUNDS,"‟AIKATSU ON PARADE!"" featured songs - Sing a Song Shuffle!",0,False,2020-04-22,19866,
SHINING ROAD - Resound Stars! -Aikatsu Stars！Acoustic collection- ver.,成瀬裕介,Resound Stars! (Aikatsu Stars! Acoustic Collection),3,False,2023-11-22,95813,
スタートライン！ - Resound Stars! -Aikatsu Stars！Acoustic collection- ver.,るか,Resound Stars! (Aikatsu Stars! Acoustic Collection),5,False,2023-11-22,262600,
episode Solo - Resound Stars! -Aikatsu Stars！Acoustic collection- ver.,"るか, ななせ, かな, みほ",Resound Stars! (Aikatsu Stars! Acoustic Collection),8,False,2023-11-22,258840,
"1, 2, Sing for You! - Resound Stars! -Aikatsu Stars！Acoustic collection- ver.",りえ,Resound Stars! (Aikatsu Stars! Acoustic Collection),6,False,2023-11-22,277906,
8月のマリーナ - Resound Stars! -Aikatsu Stars！Acoustic collection- ver.,みき,Resound Stars! (Aikatsu Stars! Acoustic Collection),5,False,2023-11-22,320653,
Summer Tears Diary - Resound Stars! -Aikatsu Stars！Acoustic collection- ver.,"みほ, かな",Resound Stars! (Aikatsu Stars! Acoustic Collection),5,False,2023-11-22,328626,
Dreaming bird - Resound Stars! -Aikatsu Stars！Acoustic collection- ver.,ななせ,Resound Stars! (Aikatsu Stars! Acoustic Collection),5,False,2023-11-22,281653,
Bon Bon Voyage! - Resound Stars! -Aikatsu Stars！Acoustic collection- ver.,"りさ, Miho, りえ, るか",Resound Stars! (Aikatsu Stars! Acoustic Collection),5,False,2023-11-22,249973,
裸足のルネサンス - Resound Stars! -Aikatsu Stars！Acoustic collection- ver.,りえ,Resound Stars! (Aikatsu Stars! Acoustic Collection),5,False,2023-11-22,277640,
Forever Dream - Resound Stars! -Aikatsu Stars！Acoustic collection- ver.,りさ,Resound Stars! (Aikatsu Stars! Acoustic Collection),3,False,2023-11-22,299946,
MUSIC of DREAM!!! - Resound Stars! -Aikatsu Stars！Acoustic collection- ver.,せな,Resound Stars! (Aikatsu Stars! Acoustic Collection),6,False,2023-11-22,298800,
アイカツ☆ステップ！ - Resound Stars! -Aikatsu Stars！Acoustic collection- ver.,"せな, りえ, みき, かな, ななせ",Resound Stars! (Aikatsu Stars! Acoustic Collection),5,False,2023-11-22,292666,
Arigato⇄ Daijobu - TV-size,Aine and Mio from BEST FRIENDS!,Aikatsu Friends! Original Motion Picture Soundtrack 1,2,False,2019-03-27,92666,
Konkai no Ohanashi,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,7786,
Kore made no AIKATSU FRIENDS!,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,97400,
Don to Koi!,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,102080,
Bibitto Kita!,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,100693,
Mio no Bibitto Code-juku,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,102240,
Penguin Cafe,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,111173,
Pen-sama,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,127173,
Yuki-ke no Nichijo,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,100693,
Tanoshii Daikazoku,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,98840,
"Ikou, Issho ni!!",DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,96306,
Shinjin Idol no Kanchigai,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,105640,
Mori agatte Kita ja nai,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,120200,
Ryo! Onesan ni Makasenasai!,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,94840,
Butsukaru kurai ga Ii Kanji,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,94400,
Jersey Noir,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,135440,
Kyuwapawa Garlies,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,101466,
Honey Cat no Kirameki,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,96146,
Let's Go!!,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,138000,
Eye Catch A,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,7786,
Macaron Ondo,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,45893,
Happy Valentine's Day,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,101666,
Eye Catch B,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,8133,
Diamond Friends no Kagayaki,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,105000,
Chigakawa na Idol,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,99826,
Idol wa Majo!,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,33973,
"Kimagure On Air Radio ""Ikinari Star Harmony Tsushin""",DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,95093,
Tatsujin Battle Ketteisen,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,99173,
Ai de Tsutsumi komu Idol,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,111733,
Love Me Lesson,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,92906,
"Habataite, Kagayaite",DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,103093,
Tsuki kara Yatte kita Idol,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,161006,
Tsuki kara Yatte kita Idol...?,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,132460,
Reflect Moon no Hikari,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,112280,
"Kokoro Madowasu, Kokoro Furuwasu",DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,127880,
Kokoroemashita!,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,100213,
Atarashii Chosen,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,97680,
Takanaru Kodo,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,99973,
Motto Ganbaranakya!,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,118680,
Tomodachi no Tame ni,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,126617,
Idol Katsudouchu,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,4,False,2019-03-27,97586,
Tanoshii Aikatsu!,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,4,False,2019-03-27,97826,
Hitoyasumi Friends,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,124160,
Nonbiri Friends,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,105626,
Event Kaisaichu,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,4,False,2019-03-27,112080,
We wish you a merry Christmas - AIKATSU FRIENDS! Version,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,1,False,2019-03-27,142093,
Ninjagundan Oh Za Ppa,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,51600,
Pure Palette No Kagayaki,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,114640,
Kimazui Kuuki,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,119613,
Hirogaru Kinchokan,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 1,0,False,2019-03-27,106040,
Fantasy 1982,"LMR City Pop, Mei, R!zumu",Fantasy 1982,50,False,2024-12-20,264696,
Hitori ja Nai! - TV-Size,"Aine, Mio, Maika, Ema from BEST FRIENDS!",Aikatsu Friends! Original Motion Picture Soundtrack 2,0,False,2019-09-11,94426,
Kore made no AIKATSU FRIENDS! - Version 2,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 2,0,False,2019-09-11,93680,
Honobono Penguin Cafe,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 2,0,False,2019-09-11,123920,
Star Harmony-Gakuen,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 2,0,False,2019-09-11,100853,
Kokosei Friends!,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 2,0,False,2019-09-11,105306,
Excellent!!,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 2,0,False,2019-09-11,97053,
"Lovely Friends, Tada Ima Sanjo!",DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 2,0,False,2019-09-11,76360,
AIKATSU! Artist no Jitsuryoku,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 2,0,False,2019-09-11,115373,
Rival Shutsugen,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 2,0,False,2019-09-11,94773,
Bravo!!,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 2,0,False,2019-09-11,95880,
Mou Ichido Friends o...,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 2,0,False,2019-09-11,107600,
Motome au Kokoro,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 2,0,False,2019-09-11,99626,
Jeweling Dress no Kodo,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 2,0,False,2019-09-11,75960,
Pure Palette no Tomoreco TV,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 2,0,False,2019-09-11,121520,
Star Romance Wars no Theme,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 2,0,False,2019-09-11,69706,
Blizzard ni Tozasareta Okoku,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 2,0,False,2019-09-11,87080,
Kori no Joo,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 2,0,False,2019-09-11,108506,
Sorbet Oke no Nichijo,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 2,0,False,2019-09-11,110906,
Ojo Alicia,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 2,0,False,2019-09-11,106546,
Jewel no Kagayaki - Ruby Version,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 2,0,False,2019-09-11,124853,
AIKATSU! Car Grand Prix Kaimaku!,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 2,0,False,2019-09-11,102093,
Hatameku Checkered Flag no Sono Saki ni,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 2,0,False,2019-09-11,103453,
Maboroshi no Friends,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 2,0,False,2019-09-11,42346,
Dare yori mo Tsuyoku!,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 2,0,False,2019-09-11,150040,
Jeweling Festival,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 2,0,False,2019-09-11,173080,
Jewel no Kagayaki - Sapphire Version,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 2,0,False,2019-09-11,123706,
Card mo Tomodachi! - Version 2,DIGZ MOTION SOUNDS,Aikatsu Friends! Original Motion Picture Soundtrack 2,6,False,2019-09-11,79146,
AIKATSU FRIENDS! - Aine&Mio&Maika&Ema Version,"Aine, Mio, Maika, Ema from BEST FRIENDS!",Aikatsu Friends! Original Motion Picture Soundtrack 2,7,False,2019-09-11,260545,
Be star - TV-Size,Hibiki from BEST FRIENDS!,Aikatsu Friends! Original Motion Picture Soundtrack 2,0,False,2019-09-11,94733,
知らない未来の始まり,石濱 翔,『アイカツ！ 10th STORY ～未来へのSTARWAY～』ボーカル＆オリジナルサウンドトラック,5,False,2023-02-15,43236,
MY STARWAY,"わか, ふうり, ゆな",『アイカツ！ 10th STORY ～未来へのSTARWAY～』ボーカル＆オリジナルサウンドトラック,40,False,2023-02-15,256375,
久々の打ち上げ,石濱 翔,『アイカツ！ 10th STORY ～未来へのSTARWAY～』ボーカル＆オリジナルサウンドトラック,6,False,2023-02-15,107096,
考えるべき未来,井上馨太,『アイカツ！ 10th STORY ～未来へのSTARWAY～』ボーカル＆オリジナルサウンドトラック,6,False,2023-02-15,114137,
自分の心に正直に,石濱 翔,『アイカツ！ 10th STORY ～未来へのSTARWAY～』ボーカル＆オリジナルサウンドトラック,5,False,2023-02-15,107349,
つながっていくもの,井上馨太,『アイカツ！ 10th STORY ～未来へのSTARWAY～』ボーカル＆オリジナルサウンドトラック,5,False,2023-02-15,108341,
